	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
AC026954.2	33.74152374	5.310544699	1.454412485	3.651333274	0.000260882	0.003382638
CERK	443.3003216	-1.184720846	0.324464498	-3.651311171	0.000260905	0.003382638
RAP2B	1461.847534	1.090871949	0.298791011	3.650953042	0.000261269	0.003384943
POU2F3	216.4964217	1.711099289	0.468788768	3.650043275	0.000262196	0.003392116
CLIC2	155.8296165	1.736220601	0.475798839	3.649064392	0.000263197	0.003400222
AC009119.1	77.62206063	2.201366943	0.603643987	3.646796775	0.00026553	0.003418202
PTPN6	1071.558681	1.152232331	0.315943799	3.646953458	0.000265368	0.003418202
ARHGAP31	383.1308807	1.35693922	0.372397428	3.64379321	0.000268649	0.003446148
GNG4	96.02163357	-1.861057926	0.51131286	-3.639763579	0.000272888	0.003493126
NHS	520.5797892	-1.111022293	0.30532043	-3.638873076	0.000273834	0.003500292
PMP22	62.45194461	2.130103617	0.586036842	3.634760588	0.000278239	0.003551603
FGD3	436.1724629	2.024499668	0.557143489	3.633713232	0.000279371	0.003558556
GABPB1-AS1	668.898524	-1.239825845	0.341188917	-3.63383974	0.000279234	0.003558556
SRGN	3679.374992	2.596115388	0.714561431	3.63315913	0.000279972	0.003561215
MUC2	2377.66279	2.086129627	0.574174509	3.633267577	0.000279855	0.003561215
PTGES	467.3929428	1.611837724	0.443761084	3.632219637	0.000280994	0.003571708
RNA5SP202	90.20072742	2.964969459	0.816880672	3.629623713	0.000283835	0.003602776
PLEKHA4	940.9402062	1.724222908	0.475097184	3.629200439	0.0002843	0.003606168
ITGA4	195.5266269	1.885136235	0.519651362	3.627694209	0.000285964	0.003619682
TNFRSF1B	805.3384703	2.622088204	0.723334853	3.624999117	0.000288962	0.00365255
SLC16A3	1873.041454	1.690045006	0.466566981	3.622298781	0.000291997	0.003685772
LINC02446	39.73752076	3.705188	1.023125146	3.621441632	0.000292966	0.003692875
APOL4	562.9675338	1.954464566	0.540333834	3.617142671	0.000297873	0.00374693
COLCA1	1130.053016	-1.519504568	0.420339612	-3.614944977	0.000300411	0.003768421
LILRA6	179.9005131	3.492111803	0.966659782	3.612555181	0.000303195	0.003800708
AC104837.2	16.50464571	2.769297319	0.766633539	3.612283025	0.000303513	0.003801534
EGFR	2584.815788	-1.552163371	0.429707274	-3.612141252	0.000303679	0.003801534
ITGB2	876.0002826	2.062519204	0.571401525	3.609579455	0.000306694	0.003831353
GPSM3	847.493931	1.697582425	0.470341736	3.609253222	0.00030708	0.003833537
SLFN12L	133.7586347	1.674763861	0.464078188	3.608796761	0.00030762	0.00383765
CEACAM3	221.338645	3.954039463	1.096000458	3.607698731	0.000308925	0.003848636
EVA1B	53.34222447	2.718680014	0.753648678	3.607357239	0.000309332	0.003850579
PIEZO1	665.9454251	1.29313048	0.358574913	3.606304938	0.000310588	0.003861412
VTCN1	216.1673089	-1.331637459	0.369624372	-3.602677638	0.000314956	0.003902361
AC015802.6	167.7049847	-1.241191677	0.344762909	-3.600131117	0.000318057	0.003938093
OSCAR	37.55018637	4.470528436	1.242701007	3.597428835	0.000321378	0.0039711
ACP5	154.6309654	1.737130524	0.483080985	3.595940592	0.000323222	0.00399116
SH3BP2	840.4089168	1.047465506	0.291582959	3.592341306	0.00032772	0.004038474
SSTR3	33.12307381	7.008576656	1.951239004	3.591859654	0.000328327	0.004043204
METTL26	118.1921888	1.298353472	0.361769591	3.588896095	0.000332081	0.004081138
LACTB	349.1206253	1.163617377	0.324222118	3.58895125	0.000332011	0.004081138
TLR7	140.5636231	1.868353944	0.520876477	3.586942445	0.000334578	0.004103496
EPPK1	807.2867297	1.500967586	0.418592119	3.585752141	0.000336108	0.004119478
ZNHIT2	191.4670265	1.169368387	0.326444284	3.582137729	0.000340794	0.004171282
C8orf4	510.0091286	1.459736138	0.407610448	3.581203933	0.000342015	0.004183402
MYEOV	205.0753998	1.532036159	0.427821796	3.581014743	0.000342262	0.004183616
FRMD3	376.4416634	2.27077493	0.634523744	3.578707574	0.000345298	0.004217878
GCNT3	257.9254263	1.779539965	0.497494751	3.577002492	0.000347557	0.004239774
CPM	195.0109186	-1.312993173	0.36727871	-3.574923181	0.000350331	0.004268873
NADK	1614.175119	1.132079197	0.316738658	3.57417438	0.000351335	0.004271515
DENND2A	3.43355226	-4.813490407	1.346849359	-3.57388922	0.000351718	0.004273312
4-Sep	36.16303277	3.338375969	0.934348527	3.572945078	0.000352989	0.004283025
ATP5S	168.0899187	-1.11273518	0.311429994	-3.572986548	0.000352933	0.004283025
HSPA1B	2059.204313	1.020163382	0.285698552	3.570768472	0.000355935	0.004310141
AC004687.1	102.8312629	3.892888876	1.090872365	3.568601607	0.000358892	0.004337264
TREX1	290.1097615	1.407553526	0.394463387	3.5682742	0.00035934	0.004339799
NCF4	363.8824273	3.153583949	0.884375515	3.565887901	0.000362626	0.004371064
ST3GAL4	454.0647214	1.351237225	0.379104949	3.564282735	0.000364853	0.004380159
AC015912.3	41.89610918	2.454357565	0.688681327	3.563850899	0.000365454	0.004382056
GAB3	94.37137887	2.034690659	0.57093495	3.563787185	0.000365542	0.004382056
TSHZ2	1551.188118	-1.014744359	0.284927419	-3.561413511	0.000368864	0.004416637
CDON	173.2205394	-1.884839832	0.52945219	-3.559981179	0.000370881	0.004437872
MPV17L2	99.70206742	1.124563222	0.315911167	3.559745079	0.000371215	0.004438939
HIST1H1A	55.3701578	-1.710913787	0.481215798	-3.555398209	0.000377407	0.00450113
AMOTL2	751.1492174	1.326526664	0.373120493	3.55522328	0.000377658	0.004501171
RANGAP1	1285.746009	1.000857958	0.281544842	3.554879397	0.000378153	0.004504106
KCTD7	84.71644839	-1.133830936	0.319119167	-3.553001678	0.000380862	0.004528821
KIAA1551	2390.367636	1.09643129	0.308666675	3.552153112	0.000382092	0.004539128
MCF2L2	38.93745632	-2.228603695	0.627562557	-3.551205644	0.000383471	0.004548115
ERAP2	753.1268008	1.354877338	0.381595434	3.550559614	0.000384413	0.00455442
SLC1A4	564.7662739	-1.125449173	0.317018109	-3.550110045	0.00038507	0.00455442
PDCD1	26.2917779	4.145863911	1.16850975	3.54799257	0.000388179	0.004587434
ACSM3	65.07175921	-1.983868215	0.559484274	-3.545887359	0.000391293	0.004618229
PTGFR	243.6707808	-1.979233314	0.558295202	-3.545137606	0.000392408	0.004628378
NCF1C	256.2292761	3.046039425	0.860401381	3.540253993	0.000399742	0.004702666
SCO2	445.0073251	2.674183017	0.756955031	3.532816227	0.000411158	0.004827587
GARNL3	61.20000277	-1.274097475	0.360765869	-3.531646378	0.000412981	0.004838433
KMO	52.5141492	3.33054586	0.943636208	3.529480781	0.000416376	0.004866879
LYN	4129.637762	1.082269783	0.306619753	3.529680568	0.000416062	0.004866879
AKT3	255.8633021	-1.695115645	0.480273739	-3.529478103	0.00041638	0.004866879
SIGLEC12	28.11680657	5.285398649	1.497924773	3.528480699	0.000417952	0.004878977
EREG	112.7525034	3.066025106	0.870115229	3.523700084	0.000425566	0.004945601
RPS14	3902.593206	-1.034005706	0.293573346	-3.522137552	0.000428082	0.004968486
SH3BP1	572.5413926	1.172639335	0.333046128	3.520951708	0.000430001	0.004987571
PIM2	504.7911712	1.007716456	0.286423231	3.518277669	0.000434358	0.005031678
ZNF91	1538.149551	-1.11768534	0.317821254	-3.516710499	0.00043693	0.00505503
TMEM229B	499.0561267	1.270018041	0.36128023	3.515326702	0.000439213	0.005074981
HLA-DRB1	2619.533953	1.269107682	0.361058777	3.514961444	0.000439818	0.005075509
RGS14	267.800187	1.265457147	0.360038269	3.514785108	0.00044011	0.005075655
CD247	40.73567367	3.62490593	1.031428547	3.514451817	0.000440663	0.005078804
DOCK8	1533.012389	1.431968544	0.407658192	3.512669612	0.000443629	0.00510651
GBA	301.7914378	1.000861353	0.284950135	3.512408767	0.000444064	0.005107824
CDKN1C	169.2165236	1.472963981	0.419544822	3.510862015	0.000446656	0.005128358
SIGIRR	435.8186409	1.157500229	0.329862383	3.509039799	0.000449728	0.00515569
MAST3	564.3058545	1.101499058	0.314053055	3.507366158	0.000452566	0.005179092
ARRB2	1319.751034	1.54049363	0.43951697	3.504969624	0.000456659	0.005210277
ZNF605	199.8737648	-1.269768297	0.362325255	-3.504498461	0.000457468	0.005212524
KANTR	88.56039044	-1.505185473	0.429535612	-3.504215784	0.000457954	0.005212524
FCGR1B	91.87348764	3.202890703	0.91475697	3.501356982	0.000462895	0.005235387
TBC1D10C	111.3157569	2.236479815	0.638672508	3.501763092	0.00046219	0.005235387
GVINP1	368.6458666	1.789914119	0.511092969	3.502130192	0.000461554	0.005235387
KIAA1324L	155.768157	-1.320271243	0.376998591	-3.502058828	0.000461678	0.005235387
CSRP2	260.907055	-1.414102023	0.404032985	-3.499966778	0.000465316	0.005259491
ECI2	257.2555685	-1.374394297	0.393080199	-3.496472982	0.000471452	0.005322224
GRAP	18.86250501	2.565215882	0.734485693	3.492533492	0.000478462	0.005394647
SH2B3	630.7721613	1.523060574	0.436188855	3.491745734	0.000479875	0.005403872
TMC6	515.9790239	1.169818172	0.335039809	3.491579627	0.000480173	0.005403884
PFN1	3908.773257	1.02131702	0.292597121	3.490523139	0.000482076	0.005419753
LRP12	179.4341892	-1.129441453	0.323612606	-3.490103387	0.000482834	0.005419753
CRIP1	1899.854763	1.049393316	0.300777255	3.488938406	0.000484943	0.005433993
LSP1	2050.290851	1.730386491	0.496197537	3.487293591	0.000487935	0.005459664
OLFM5P	32.43125452	2.076965416	0.595856441	3.485680899	0.000490886	0.005480305
UNG	150.7234885	-1.055483898	0.302989972	-3.483560496	0.000494791	0.005503606
HIST2H2AA3	26.61540417	1.932533581	0.554792865	3.483342526	0.000495194	0.005504719
GNAL	615.1979561	-1.248125636	0.358467638	-3.481836303	0.000497988	0.005525629
DOHH	76.81275549	1.542517289	0.443235002	3.480134202	0.000501163	0.005543921
MCUB	343.7931995	1.221593711	0.351016803	3.480157362	0.000501119	0.005543921
ZNF704	307.3254263	-1.226595704	0.352438268	-3.480313619	0.000500827	0.005543921
CXCL2	336.957562	2.258864304	0.649159204	3.479676929	0.000502019	0.005550011
RNASE6	226.2196037	1.952259038	0.561200628	3.478718554	0.000503817	0.005566508
ID3	189.668114	1.364027832	0.392277511	3.477201201	0.000506677	0.00558654
PSTPIP1	91.98941239	2.618398816	0.753200995	3.476361333	0.000508267	0.005595249
AD000671.2	25.49037693	3.436675054	0.988746454	3.475790017	0.000509351	0.005597006
FZD4	334.3333589	-1.258442242	0.362056644	-3.475815903	0.000509302	0.005597006
LAIR1	287.2295521	2.213030866	0.636862973	3.474893285	0.000511057	0.005612353
TMEM255A	27.27542418	3.462291463	0.996554756	3.474261139	0.000512262	0.005622194
MALL	395.7005793	1.224449026	0.352487009	3.473742281	0.000513254	0.005629675
PTPRC	1578.670671	2.086844375	0.600827495	3.47328375	0.000514131	0.005635899
TRPM3	11.79973418	-2.867289207	0.825810993	-3.472088932	0.000516425	0.005657628
CASP4	1772.475383	1.131709496	0.32601153	3.471378747	0.000517793	0.005669195
MROH6	136.8365028	1.418066182	0.408619502	3.470383019	0.000519717	0.005684765
ZFP30	123.9144015	-1.090323904	0.31434418	-3.468567173	0.000523242	0.005718509
SERTAD1	349.0123025	1.116507172	0.321920051	3.468274708	0.000523812	0.005721294
CD52	114.0830553	2.297966154	0.662741716	3.467363076	0.000525591	0.005737142
MEFV	766.1896327	3.242471686	0.935910012	3.464512233	0.000531194	0.005781713
BMPR1B	424.6602156	-1.116018273	0.322131319	-3.464482362	0.000531253	0.005781713
AC135050.1	15.85278718	3.881403311	1.120478549	3.464058563	0.000532091	0.005783899
NAT14	232.4752445	1.350799589	0.389967681	3.463875741	0.000532452	0.005784369
GPR82	43.08966906	2.763701344	0.79816128	3.462585083	0.000535013	0.00580871
MKL2	2199.975414	-1.046559809	0.30232963	-3.461651474	0.000536872	0.005817211
AL645608.8	157.8864803	2.58022303	0.747318754	3.452640546	0.000555128	0.005991295
LRFN1	60.19903687	4.013493794	1.162902921	3.451271573	0.000557952	0.006000548
SMIM29	122.6744143	1.584899971	0.459187951	3.451527787	0.000557422	0.006000548
NLRC3	97.16773992	2.449937611	0.710552693	3.447932343	0.000564896	0.006066233
SCARNA10	535.3326255	-1.39958596	0.405968175	-3.4475263	0.000565745	0.006066233
CSF1R	452.6674827	1.735181075	0.503740453	3.444593468	0.000571919	0.006125197
SLC38A5	91.20145767	3.42440909	0.996093102	3.437840381	0.000586373	0.006261542
TMCC3	286.0713047	1.782996918	0.51871655	3.437324134	0.000587492	0.006262445
TNFSF13	549.8675148	1.017656702	0.296115014	3.436694038	0.00058886	0.006265999
RGS18	210.5872671	2.812818613	0.819126678	3.433923824	0.000594911	0.006311534
TIMP2	582.1507706	1.390266773	0.404868447	3.433872861	0.000595023	0.006311534
C3	7887.137107	1.193519011	0.347581558	3.433781179	0.000595224	0.006311534
CLDN23	337.9324063	1.604877992	0.467446736	3.433285271	0.000596314	0.006319401
RASGRP2	77.33273866	3.88609157	1.132285134	3.432078593	0.000598974	0.006340188
CLEC12A	48.74206325	3.192711129	0.930546656	3.431005967	0.000601347	0.006354202
AC019117.1	104.3195883	1.637153287	0.477318587	3.429896365	0.000603812	0.006372829
AC005392.2	97.41622763	1.420600375	0.414478639	3.427439301	0.000609303	0.006421766
MBOAT7	675.5268167	1.348218284	0.39337079	3.427347219	0.000609509	0.006421766
ZNF469	274.9564895	1.107704398	0.323218378	3.427108337	0.000610046	0.006423692
HIST1H4L	93.61103326	1.452765428	0.425058414	3.417801834	0.000631291	0.006616712
IRF5	305.8076385	1.186984588	0.347577291	3.415023415	0.000637765	0.00667687
NTNG2	179.2350699	4.211305165	1.233496991	3.414118718	0.000639887	0.006695222
FPR1	1381.126697	3.158236499	0.925570113	3.412206656	0.000644392	0.006728349
ARHGDIB	2546.241709	1.372798797	0.402327038	3.412146504	0.000644535	0.006728349
NFKBIZ	1811.133223	1.252208753	0.367054217	3.411508965	0.000646044	0.006740229
AL357033.3	21.58846361	2.563629218	0.751640058	3.410713932	0.00064793	0.006756031
ITGB3BP	102.9394149	-1.19523396	0.350493452	-3.410146329	0.00064928	0.006766224
CAPG	927.9813053	1.191475022	0.35010319	3.403210986	0.000665988	0.006924449
HSD11B1	22.64211334	4.522500305	1.329650613	3.401269673	0.000670736	0.006965839
STAG3	52.94660798	2.043646007	0.601209801	3.399222706	0.000675777	0.007002172
RNASE7	82.22159585	2.735624516	0.804970069	3.398417682	0.000677769	0.007014808
MIR4435-2HG	270.5788216	1.152819719	0.339321251	3.397428589	0.000680223	0.007036206
PTPN7	135.8760766	2.330449822	0.685996867	3.397172689	0.00068086	0.007038781
C2	282.3482456	1.442466487	0.424783853	3.395765814	0.000684369	0.007071033
ACOT7	179.4061425	1.377578992	0.406068942	3.392475635	0.000692641	0.00714431
FBN1	152.3079115	-2.553741426	0.754969084	-3.382577486	0.00071809	0.007370572
TINAGL1	187.2884874	2.044940173	0.604733978	3.381553291	0.000720773	0.007388325
ADGRE2	461.2800428	2.442410107	0.722374043	3.38108786	0.000721995	0.007392508
CDKN1A	1627.106225	1.174165598	0.347341058	3.380439974	0.000723699	0.007405783
AL121985.1	16.49206115	5.995466616	1.774594362	3.378499754	0.000728825	0.00743778
BTK	202.8551331	2.024400776	0.599128686	3.378908107	0.000727743	0.00743778
NMT2	178.1892537	-1.040673394	0.308030311	-3.378477237	0.000728885	0.00743778
TMEM14A	149.0294587	-1.067253341	0.31587345	-3.378737088	0.000728196	0.00743778
EDN1	81.17269178	2.726010457	0.807270984	3.376822046	0.000733285	0.007465344
ZNF737	176.7131854	-1.072083453	0.317694252	-3.37457617	0.000739295	0.007510147
PRR13P5	23.60799544	2.185543386	0.647817155	3.373704091	0.00074164	0.007525786
CFL1	2829.9566	1.006289333	0.298405202	3.372224495	0.000745636	0.007557891
BATF	186.4539786	2.16831182	0.643179633	3.37123831	0.000748311	0.007568107
PLD4	106.8646727	1.923876537	0.570842373	3.370241289	0.000751024	0.007578666
RNVU1-18	197.8333091	2.426298614	0.72002975	3.369719949	0.000752446	0.007588802
IL19	66.03624202	2.559529621	0.760513899	3.365526421	0.000763978	0.007688026
CDH11	83.93252161	-2.299607693	0.683387976	-3.365010466	0.000765408	0.007693892
UNC13C	10.57388089	-3.934286025	1.169130321	-3.365138989	0.000765051	0.007693892
CYP2S1	1512.541622	1.15561967	0.343657346	3.362709056	0.000771817	0.007754025
CXCL1	1828.687218	1.267286531	0.376946781	3.361977331	0.000773865	0.007770304
GSDMB	820.9405011	1.050914486	0.312671458	3.361082251	0.000776377	0.007791222
SUSD4	181.6744119	-1.41849627	0.422296798	-3.359003141	0.000782242	0.007837088
IL21R	59.48612208	3.58736422	1.068193092	3.358348079	0.000784098	0.007839197
KRT6B	121.6464357	2.614365655	0.778547191	3.358005379	0.000785071	0.007843799
APOBR	399.0941099	2.233765222	0.665298578	3.35753795	0.000786399	0.007852754
LINC00857	33.90686366	2.046892559	0.610112559	3.354942506	0.000793815	0.007913045
MSR1	783.4156505	1.896185529	0.565213083	3.354815356	0.00079418	0.007913045
ITGA5	284.961071	2.060830135	0.614341502	3.354535103	0.000794985	0.007914153
CNTN4	12.63373384	-4.062406286	1.211098093	-3.354316475	0.000795613	0.007914303
GXYLT2	202.7994684	-1.009852718	0.301367742	-3.350898511	0.000805498	0.007999491
TGM1	208.0374259	2.198038991	0.656308383	3.349094798	0.000810761	0.008016764
MRPS12	135.9595426	1.278455527	0.38173415	3.349072976	0.000810824	0.008016764
RASSF7	212.0108284	1.165503976	0.34795219	3.349609543	0.000809255	0.008016764
EVI2A	253.5402415	2.289259636	0.683923569	3.347244836	0.000816191	0.008052847
ZNF614	99.88814974	-1.066183621	0.318553756	-3.3469504	0.000817058	0.008057029
HBG2	14.12227729	3.319318828	0.99188804	3.346465221	0.000818489	0.008066762
STK17B	2036.915943	1.004640493	0.300291086	3.345555492	0.000821179	0.008084499
APOBEC3F	358.9490957	1.326293118	0.396970202	3.341039484	0.000834654	0.008194944
GSTO1	654.6040792	1.080493871	0.323471972	3.340301363	0.000836875	0.008207884
NBEAL2	2179.14668	1.066745317	0.319668476	3.337036329	0.000846769	0.008282557
MARCO	18.73908343	6.173761729	1.853244412	3.331326234	0.000864332	0.008445258
C12orf45	213.9299482	-1.181805983	0.354841039	-3.330522267	0.000866832	0.00846513
RMDN2	71.28355884	-1.400677893	0.420911861	-3.327722554	0.00087559	0.008527732
VAMP5	302.2945819	1.824665615	0.548880646	3.324339502	0.000886282	0.008613393
RARRES1	1865.31902	1.421046883	0.42797207	3.320419677	0.000898822	0.00870731
FLRT3	94.85312356	-1.831165218	0.551597416	-3.31974945	0.000900983	0.00871894
CD2	346.9746685	2.006483648	0.604563561	3.318896108	0.00090374	0.008726222
KCNC4	99.10183738	-1.812233409	0.546055162	-3.318773511	0.000904137	0.008726222
KCNJ5	35.54379615	-2.15585387	0.650256671	-3.315389084	0.000915156	0.008821665
LAT2	198.6608116	2.275768427	0.686689784	3.314114294	0.000919339	0.008854124
COMTD1	112.2143805	1.032392879	0.311573809	3.313477736	0.000921434	0.008868999
MIR3945HG	82.79332937	5.000398631	1.509238631	3.313192844	0.000922374	0.00886924
CXCR1	938.6928441	4.01813367	1.213292629	3.311759731	0.000927111	0.0089037
CCR7	83.16910491	3.844667333	1.160949224	3.311658471	0.000927447	0.0089037
GALK1	110.0257727	2.142550778	0.647088082	3.311065118	0.000929416	0.008908659
SPHK1	131.865956	1.558890394	0.470979711	3.309888641	0.000933331	0.008936755
NFAM1	239.1934503	2.671568339	0.80762829	3.307918223	0.000939923	0.008981951
BLOC1S3	146.5306313	1.03421226	0.312650471	3.307886461	0.000940029	0.008981951
RMRP	25471.98862	1.140347661	0.344875874	3.306545191	0.000944541	0.009018159
TBX21	57.55957943	3.082685955	0.932422592	3.306103888	0.00094603	0.009025047
CDH23	142.9530574	1.569427052	0.475285106	3.302074971	0.000959724	0.009141284
SERPINB1	3004.069783	1.06715343	0.323214984	3.301683034	0.000961066	0.009149268
PAX6	276.5045267	-1.157177025	0.350562274	-3.30091716	0.000963693	0.009160037
ERMN	57.88171914	-3.651442571	1.106194775	-3.300903831	0.000963739	0.009160037
LGR5	3.852803819	-4.010782832	1.215784132	-3.29892678	0.000970552	0.00920794
AC138123.1	12.2390447	-1.536370856	0.466115827	-3.296113897	0.000980323	0.009283931
HEY1	522.0589214	-1.205140919	0.365864694	-3.293952485	0.000987892	0.009336144
JUNB	5644.280017	1.659614582	0.505004638	3.286335327	0.001015001	0.009554091
AC006064.5	5652.027595	-1.239014952	0.377025357	-3.286290772	0.001015162	0.009554091
EVI2B	813.4541278	2.1256605	0.647721175	3.28175237	0.001031642	0.009684102
SYT8	457.6503496	1.357178011	0.413641183	3.281051468	0.001034209	0.009698176
CSF2RB	1280.95418	3.267466044	0.995942015	3.280779396	0.001035207	0.009702526
S100A16	1285.377689	1.104845392	0.336931928	3.279135337	0.001041257	0.009754198
ELMO1	246.6123173	1.572799791	0.480193341	3.27534694	0.001055323	0.009860537
AC004076.2	10.36598384	-2.016118478	0.615820548	-3.273873344	0.001060841	0.009898289
FTL	27568.35812	1.377353457	0.420814031	3.273069229	0.001063864	0.009919933
VMO1	1602.98753	1.079972252	0.330093866	3.271712577	0.001068982	0.009943444
ARHGAP30	1091.667287	1.51969273	0.464817734	3.269437931	0.001077614	0.010007043
ALPK3	244.9926008	1.159630292	0.354855025	3.267898747	0.001083491	0.010056481
LILRB3	344.4292163	2.632238917	0.806408084	3.264152442	0.001097921	0.010169624
ARSD	920.8759557	-1.093279246	0.334935019	-3.264153293	0.001097917	0.010169624
TPD52L1	399.1100997	-1.040973996	0.318998633	-3.263255351	0.001101402	0.010196673
LINC01094	74.67897383	2.539617003	0.778284961	3.263094021	0.00110203	0.010197282
CD300LB	39.71385829	5.706631288	1.749680725	3.261527206	0.001108138	0.010243368
FBXL15	119.3788907	1.333333198	0.408893524	3.260832268	0.001110857	0.010258064
P2RX7	84.94612053	1.607223431	0.492929907	3.260551671	0.001111957	0.010263002
ABCA5	917.8572735	-1.012858355	0.310971988	-3.257072641	0.001125676	0.010353112
LINC00528	48.31245865	3.922458693	1.204683134	3.25600864	0.001129903	0.010365435
BEX2	45.23519601	-1.565135912	0.480641471	-3.256348044	0.001128553	0.010365435
DLEU2	109.0121581	1.000444241	0.307825907	3.250032631	0.001153918	0.010532543
KRT80	854.2097504	1.298127196	0.399685601	3.247870809	0.001162721	0.010596917
AMN	126.8553514	1.698497561	0.522992754	3.247650276	0.001163622	0.010599814
HMGB1P3	69.49504054	1.706297857	0.525590442	3.246440041	0.001168581	0.010628993
IGSF6	465.5010427	1.922457412	0.592400817	3.245197099	0.001173694	0.010670155
HIST2H2BA	135.6351451	1.371921532	0.42300759	3.243255119	0.001181723	0.010721691
BEST1	147.3994492	2.165177407	0.667634204	3.243059438	0.001182535	0.010723701
CBR3	241.0987384	1.297841548	0.400410379	3.241278492	0.001189949	0.010764058
SESN2	279.7296853	1.004340519	0.309899765	3.240856024	0.001191714	0.010774657
APBA1	87.65192769	-1.388927211	0.42873921	-3.239561901	0.001197135	0.010812907
AC245884.11	13.58215711	5.33846957	1.648560967	3.238260324	0.00120261	0.010851571
MOB3C	533.2983765	1.284501712	0.396846827	3.236769512	0.00120891	0.010886784
CCL4L2	121.786305	2.997779139	0.92634946	3.236121212	0.001211659	0.010906134
PRR5L	198.5764755	-1.101774665	0.340653954	-3.234292899	0.001219443	0.010970439
PLAUR	1109.259626	2.361140196	0.730380735	3.232752569	0.001226037	0.011002834
FGL2	913.3036651	1.522296513	0.470957181	3.232345903	0.001227783	0.011013065
VSIG4	87.37655061	2.567740686	0.79481605	3.23061001	0.001235264	0.011065697
AC022075.1	40.9554435	1.306462607	0.404407442	3.230560252	0.001235479	0.011065697
IL27	23.00666761	5.052696436	1.564606334	3.229372351	0.001240623	0.011100821
MYO1F	1067.746588	2.280864473	0.706280963	3.229401035	0.001240498	0.011100821
NRXN1	8.210992023	-3.598045086	1.114256102	-3.229100633	0.001241802	0.011105903
KCNA3	23.0716189	2.929625625	0.907620702	3.22780829	0.001247425	0.011145222
RAB29	258.9732968	1.081026742	0.335009671	3.226852344	0.0012516	0.011167911
ZNF14	133.0971641	-1.05217181	0.326072373	-3.22680453	0.001251809	0.011167911
DENND1C	136.376978	2.143917556	0.664536469	3.226184952	0.001254523	0.011186622
ZNF683	30.4917817	3.307396024	1.025386619	3.2255112	0.001257479	0.011207484
FLVCR2	143.6258	1.744746529	0.541236158	3.223632608	0.001265757	0.011248144
MESP1	113.597739	2.019853117	0.626649115	3.223260145	0.001267404	0.011254003
CD180	104.7610737	2.68784003	0.83424911	3.221867421	0.001273581	0.011295565
CCR3	15.30059883	5.542391961	1.720841979	3.220744281	0.001278582	0.011328858
VSIG10L	121.0551882	2.369229101	0.735585844	3.220873702	0.001278005	0.011328858
NRBF2	351.7881023	1.05528646	0.327826123	3.219043226	0.001286191	0.011390723
S1PR1	22.37249697	5.098186265	1.583847021	3.218862806	0.001287	0.011392337
ZNF267	629.901036	1.161275411	0.36081601	3.218469741	0.001288766	0.011402406
ACHE	45.37365586	3.823940934	1.189011166	3.216068144	0.0012996	0.01148707
SLC7A5	183.2466707	2.073050001	0.645092769	3.213568808	0.001310964	0.011565006
MT-TL1	22126.59573	1.487724479	0.463032603	3.213001569	0.001313556	0.011576626
HLA-DRB5	1564.48584	1.453625065	0.452605323	3.211683535	0.001319597	0.01161859
AC126755.1	136.058284	1.196459261	0.372584126	3.211245937	0.001321608	0.011625028
IGFBP3	1831.184806	1.274503296	0.39728097	3.208065301	0.001336312	0.01172031
CTGF	4229.142684	1.195478777	0.372802025	3.206738961	0.001342488	0.011768795
NCKAP5	59.82311374	-1.686467993	0.52605427	-3.20588215	0.001346491	0.011798199
LCK	148.0175222	2.060344585	0.642833656	3.205097562	0.001350167	0.011824703
HESX1	61.65472123	2.405046826	0.751182146	3.201682624	0.001366274	0.011954243
RGS10	325.6250478	1.365874402	0.427177299	3.19744145	0.001386526	0.01209647
NAIP	170.0505964	2.47943393	0.775556075	3.196975703	0.001388766	0.01210122
MOB3A	801.5806886	1.259974815	0.394156447	3.196636319	0.001390401	0.01210122
TIAM2	106.6236317	-1.241800121	0.388823966	-3.193733491	0.001404457	0.01219714
SPRR1A	119.9494895	2.310299478	0.724093448	3.19060956	0.00141973	0.012321059
CLGN	34.76389649	-2.95615502	0.927223311	-3.188180219	0.001431713	0.012407266
MRVI1	48.5611968	3.57349172	1.121042877	3.187649458	0.001434343	0.012418212
SNHG5	459.4516439	-1.00428347	0.315108711	-3.187101581	0.001437063	0.012435832
FMO2	1316.910445	-1.405191259	0.44107887	-3.185804979	0.001443519	0.012463205
PTGS2	1473.73569	2.039495902	0.640388623	3.184778473	0.001448649	0.012494422
LINC00116	106.9623016	1.386992832	0.435545662	3.184494652	0.00145007	0.012500745
GPR141	25.90931656	3.912227485	1.230196223	3.180165419	0.00147191	0.012658984
TRBC2	160.5541349	2.365272683	0.743916511	3.179486741	0.001475361	0.012676661
AC124319.1	77.4088358	1.740181354	0.547356619	3.179246021	0.001476587	0.012680448
NINJ1	693.8358373	1.376406107	0.43295109	3.179126096	0.001477198	0.012680448
SCIMP	110.224741	1.862522428	0.586118604	3.177722761	0.001484366	0.012717937
OR7E14P	105.0857083	1.144648998	0.360204895	3.177771913	0.001484115	0.012717937
CADM1	113.956453	-1.499891334	0.472197776	-3.176404912	0.001491127	0.012769837
CYP2F1	2275.039009	1.231273119	0.387905485	3.174157535	0.001502721	0.012844906
CEP295NL	45.21268828	2.531698893	0.79766727	3.173878369	0.001504167	0.012845177
PPIAP22	48.34429971	1.800480885	0.56726167	3.173986503	0.001503607	0.012845177
